"number","title","body","createdAt","updatedAt","Duration time (Days)","Completion time (Days)","pipelineIssue.pipeline.name","labels.nodes","zenhubLabels.nodes","repository.name","parentZenhubEpics.nodes","assignees.nodes","zenhubAssignees.nodes","comments.nodes","Days from Creation"
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2992","探索页-筛选tag后,向下滚动翻页,出现重复bot！","通过筛选接口 发现重复bot
<img width=""1369"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNFhjQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--585d9ecc4c66f7979de18602a1de40b1970e3e39/image.png"" alt=""image.png"" />
<img width=""1314"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGJjQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2faec48cbf7df28ef2e183b4e3efbb2d67f03aa2/image.png"" alt=""image.png"" />
","2024-03-14 10:39:45","2024-03-14 10:39:45",130,"","New Issues","[]","{'name': 'bug'}, {'name': 'server'}, {'name': 'prod issue'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Tyler-Myshell'}","[]",130.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/2995","历史上传为空的头像  替换成默认头像！","现在为空的头像会裂开 后端需要统一刷一次！
<img width=""720"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMUxkQXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4cb80f37afcc4962f843d1f7935b1e004107b61b/image.png"" alt=""image.png"" />
","2024-03-14 16:00:31","2024-03-14 16:00:31",130,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'feature'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Tyler-Myshell'}","[]",129.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3003","nsfw图片 上传失败 提示信息需要多语言！","","2024-03-17 22:18:33","2024-03-17 22:18:33",127,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'feature'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}, {'title': '色情图片检测'}]","[]","","[]",126.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3028","当与bot交互 bot回复信息失败后 需要把扣除的电量返还！","","2024-03-19 18:25:50","2024-03-19 18:25:50",125,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'feature'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","","[]",124.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3049","bot setting 头像上传文案修改 最大支持5mb！","<img width=""720"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2o2QXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--04f8def93bcaec94736dee69f775e3c72a5d9738/image.png"" alt=""image.png"" />
","2024-03-21 15:14:25","2024-03-21 15:14:25",123,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","","[]",123.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3053","bot setting页面未增加缓存！","<img width=""1747"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM3o3QXc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c591fe19f02a375f5b29136490cf4a47bee7010d/image.png"" alt=""image.png"" />","2024-03-21 18:20:11","2024-03-21 18:20:11",123,"","New Issues","[]","{'name': 'enhancement'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","","[]",122.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3088","移动端-由于tts语言类型过多 导致列表过长 一个屏幕已经展示不完整了-优化","<img width=""369"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd1VHQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8757bfd6bb92315cde6e5622dfff1de8aaf05456/18789f935e3a9658bcca26d1d2adf5c8.jpeg"" alt=""18789f935e3a9658bcca26d1d2adf5c8.jpeg"" />
","2024-03-25 15:20:03","2024-03-25 15:20:03",119,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Ryla'}","[]",119.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3113","当任务配置 开启4个bot 样式有误！-优化","<img width=""720"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd29UQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--6170f21977b3135e10d1125287c26a468094a03f/image.png"" alt=""image.png"" />
","2024-03-27 12:21:31","2024-03-27 12:21:31",117,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'feature'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'vinstic'}, {'name': 'finn'}","[]",117.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3160","mac os (win未复现) 使用 chrome 重复通过bot详情打开创作者资料卡 当重复4次 资料卡出现卡顿闪烁！","
<img width=""720"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVFvQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f552c5fb620017321ce2b735b926ac9fcbf69c82/image.png"" alt=""image.png"" />

[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVVvQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f3e4faec1d729b3416cbe35f1ce55abd7c2e7176/bug.mov)


","2024-04-02 17:34:36","2024-04-02 17:34:36",111,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'minor'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'maoshuyu666'}","[]",110.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3182","新买了个 badge，没有被拉到 discord 对应群组！","","2024-04-07 19:13:58","2024-04-07 19:13:58",106,"","New Issues","[]","{'name': 'bug'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'vinstic'}, {'name': 'Lisun0819'}","[]",105.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3235","Pro Config全屏模式的换行调整","<img width=""1440"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOFJLQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ab127cef7ed45680461da11925d992775c236ce3/image.png"" alt=""image.png"" />
","2024-04-10 16:40:53","2024-04-10 16:44:07",103,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'kaiyue kaiyue'}, {'name': 'maoshuyu666'}, {'name': 'Kun Liang'}","[]",102.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3525","语音克隆bot=应用tts弹窗样式更改","当前实现效果：
<img width=""1333"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd2VRQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c2020b3857d923d890509cbd49e083d75b257cf4/image.png"" alt=""image.png"" />


预期效果：
<img width=""990"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd2lRQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ec72161807d5487b0fdee5778f8a456d6a86dacc/image.png"" alt=""image.png"" />
请更改为与全局弹窗样式统一","2024-04-25 10:42:11","2024-04-25 10:42:11",88,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'critical'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'dustin'}","[]",88.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3582","dashboard-数据看板显示优化","当前实现效果：
<img width=""712"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWliQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--383ffaaaa998dda23d99d9836a91304bcbbb3d03/image.png"" alt=""image.png"" />
如图所示，日期被重叠导致看不清

解决方案：把日期放进拖拽按钮的hover内","2024-04-28 11:24:17","2024-04-28 11:24:17",85,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}, {'name': 'critical'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'dustin'}, {'name': 'Zhang Ryla'}, {'name': 'kaiyue kaiyue'}, {'name': 'maoshuyu666'}","[]",85.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3587","当页面高度不够时 左侧tabbar 需要可以滚动查看！","<img width=""74"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMk9iQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--ba7d0bd35de916f5f8f807d4ef71f5f23141caf8/image.png"" alt=""image.png"" />
","2024-04-28 14:34:50","2024-04-28 14:34:50",85,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'maoshuyu666'}","[]",85.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3636","反馈-移动端进入bot聊天页 历史消息加载事件过长(10S)！-未复现","

[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNmkyQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9089f83c3240518c161a7c1b63d5add3b742f849/RPReplay_Final1714896317.MP4)

","2024-05-06 08:38:47","2024-06-17 10:51:41",77,"","New Issues","[]","{'name': 'bug'}, {'name': 'server'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'minor'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Chen Boyn'}, {'name': 'maoshuyu666'}","[]",77.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3816","【No-code and Pro config】State Setting中的 Image/Audio模块，上传图片/音频成功后，点击Raw再返回至UI界面，图片/音频消失","测试步骤如下：

1. 进入No Code 页的 State Setting 模块；
2. 点击 Image 中的  Drop a file 按钮，上传本地图片；
3. 本地图片上传成功后，切换至 Raw页，而后切回至 UI 页；
4. 查看图片展示。

预期结果：能够正常查看到图片；
实际结果：图片消失，并未能查看到该图片。

**音频模块同上**

[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN1htQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--12c027a93104c938c3c292ad6891e9559b00ca3f/20240516_161902.mp4)


[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTdtQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--8755cf20b6388a790d54a313d8f83c7150a76519/20240516_164818.mp4)


测试所有图片如下：
<img width=""492"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2ZtQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3d4dc85a5c80ebe11e168d87dae633b2684a0afe/18%E5%B2%81.jpg"" alt=""18岁.jpg"" />


","2024-05-16 16:27:44","2024-05-16 16:54:20",67,"","New Issues","[]","{'name': 'bug'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Joe Jing'}","[]",66.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3832","【No-code and Pro config】No code页，进入Intro-Audio模块，切换至Raw输入框，输入框内数据输入完成后，无法删除","测试步骤如下：
1、进入No code 页，点击 App-Intro 模块；
2、进入 Intro 模块后，打开 Audio 按钮，切换至 Raw 输入框；
3、当 Raw 输入框内数据输入完成后，对数据进行删除；
4、点击键盘中的""x""按钮，对数据进行清除。

预期结果：数据应清除成功；
实际结果：数据并未清除成功，并且重复出现 “【” 框。

 **Image 模块同理**


[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNlB0QkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--83d2b3a72e3c72a9478d5f7881f87abeed112a63/20240517_153732.mp4)


[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNnp0QkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--4a07a7e5377a1231e74dac4aacd84a43e3dd66ee/20240517_154748.mp4)



","2024-05-17 15:44:54","2024-05-17 15:49:22",66,"","New Issues","[]","{'name': 'bug'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Joe Jing'}","[]",65.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3850","赛季切换后 兑换还没有开启 提示兑换已开启！ ","测试步骤
1.赛季切换 但是上一个赛季还没有开启兑换
2.去到赚取积分页面
3.赛季切换到上一个赛季

预期结果：
<img width=""1499"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBekx6QkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3d8e5ed76d70119615830ab7071d1805c9db1189/image.png"" alt=""image.png"" />

实际结果：
赛季未开启 提示赛季已开启
<img width=""1129"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGx5QlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--81e7adf3bcad8500d557fc923a7dd959183be4fa/image.png"" alt=""image.png"" />
","2024-05-20 10:20:47","2024-06-18 23:57:25",63,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'critical'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'maoshuyu666'}","[{'body': '\n[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNWx5QlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--38d15c87091074d2f4171bd76cabcb82d88c1970/QQ2024618-235137.mp4)\n\n'}]",63.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3859","gpt3.5 / gpt4 /gpt 4o 需要在探索页能搜索到 需要加入到官方标签能筛选！","<img width=""1823"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMmJ6QkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--1f707d2bb97dc2a2b26552f31aabcddf27e784c3/image.png"" alt=""image.png"" />
","2024-05-20 12:58:08","2024-05-20 12:58:08",63,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'server'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Lisun0819'}, {'name': 'Tyler-Myshell'}","[]",63.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3869","用户反馈 - (小狐狸)聊天出现网络错误 ,即使不出现网络错误 也是没有发送成功！","钱包地址：0xa5c8d8ded0B1186E1648506AeC6b5b2cfE6f4546

<img width=""666"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd24wQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--b28cc8e9668a7b39f2f003bc58d3ffcf9f4e174b/image.png"" alt=""image.png"" />


[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd1gwQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d7cc077b7edb7bd5b8f16a4167d6e486a13a93db/2024-05-20_16.23.32.mov)

<img width=""892"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdzcwQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dc4fc6dbcb8fd00ea614101e1ce94bf29e1f4e2a/image.png"" alt=""image.png"" />


","2024-05-20 16:31:32","2024-05-20 16:44:27",63,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'minor'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Iven Zhang'}","[{'body': '未能复现，业务代码排查无法确定具体原因\n后续action: 添加错误上报，确定root cause'}]",62.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3927","推荐位详情页调整","具体调整以效果图为准

效果图链接：
https://www.figma.com/design/HVrgYaL5vulcunQJ12FG5M/Final-Page?node-id=4624%3A186211&t=mcraQNXzkntcB4fb-1","2024-05-23 11:43:01","2024-05-23 11:43:01",60,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'dustin'}, {'name': 'Zhang Ryla'}","[]",60.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3915","H5端-explore页面-bot列表滑动效果优化","<img width=""848"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN2YvQkE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--76b84297869c7dc69a078c557e6d6d646f3fc625/image.png"" alt=""image.png"" />

如图所示，当前列表的左右滑动效果调整为：只要是滑动无论幅度大小统一滑动到下一个列表

下方推荐位卡片的滑动效果也应该调整","2024-05-22 16:48:23","2024-05-22 17:02:01",61,"","New Issues","[]","{'name': 'enhancement'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'dustin'}, {'name': 'Zhang Ryla'}, {'name': 'kaiyue kaiyue'}","[{'body': '列表/推荐位卡片滑动至最后一组时距离左侧的间距太大'}]",60.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/3970","任务已结束  依然展示 任务启动中！","<img width=""2000"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVlOQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3203052b6c7b6cca653eaea56110f33a5beba565/image.png"" alt=""image.png"" />

","2024-05-24 20:59:58","2024-05-24 21:00:26",59,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Fan Jack'}, {'name': 'maoshuyu666'}","[]",58.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4001","用户反馈 表单上传文件 一直处于loading 未发起请求 - 偶现","<img width=""222"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeVVTQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--40fb6c9b7d139f124a158a249f09c69b7cac9151/image.png"" alt=""image.png"" />
","2024-05-27 18:37:52","2024-05-27 18:37:52",56,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'minor'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","","[]",55.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4028","上传图片到gpt4o后 由于图片链接错误 未展示的图片样式有误！","当前实现：未展示出图片的样式错误
<img width=""720"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNU1iQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dbce8dc235ad035dc5c5c9ba86640a02c77356bd/image.png"" alt=""image.png"" />

预期结果：
<img width=""599"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNVFiQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--5c101f0941a3790c4296de7ce0f98af5b25e71f6/image.png"" alt=""image.png"" />

ui链接：
https://www.figma.com/design/HVrgYaL5vulcunQJ12FG5M/Final-Page?node-id=453-249914&t=2n0cxpavzsw8Uytc-1","2024-05-29 16:30:48","2024-05-29 16:30:48",54,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'minor'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'kaiyue kaiyue'}","[]",53.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4029","Nocode-上传音频文件样式展示不正确","当前实现效果：
<img width=""1334"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNjhiQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e2a10da966e66bf0748b0dad7ca6a97f84824efa/Arc%202024-05-29%2016.38.43.png"" alt=""Arc 2024-05-29 16.38.43.png"" />

预期效果：
<img width=""1540"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN01iQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--2dc98af9329d53dcf54293b85ece85ea73c37079/image.png"" alt=""image.png"" />

效果图链接：
https://www.figma.com/design/6Rq4QhPvwxe3TytjB7ZVS0/Design-System?node-id=9526-99107&t=5AoqxSQIHg8FYCPy-1","2024-05-29 16:41:23","2024-05-29 16:41:23",54,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'minor'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'maoshuyu666'}, {'name': 'Kun Liang'}","[]",53.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4057","游客模式记忆 注册没有同步！","<img width=""1318"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBellpQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--97973ceb582633988e6cf00a3d67d2f97e3be122/image.png"" alt=""image.png"" />
","2024-05-30 17:29:00","2024-05-30 17:29:00",53,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Fan Jack'}","[]",52.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4084","官方bot 收藏 排序逻辑调整！","","2024-05-31 11:05:59","2024-05-31 11:06:10",52,"","New Issues","[]","{'name': 'feature'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Fan Jack'}","[]",52.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4091","历史消息 点击button 触发新消息 需要滚动到最下方！","测试步骤
1.进入bothttps://app.myshell.ai/bot/uim2eu/1715519972
2.滚动到历史消息
3.点击任意button
预期：滚动到最下方
实际：保留原位
<img width=""1234"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd29vQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--01ce50401a33bd4e93cbbf12217d0489e56dfb3b/image.png"" alt=""image.png"" />
","2024-05-31 15:17:55","2024-05-31 17:39:23",52,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'website'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}, {'title': 'incubator support'}]","[]","{'name': 'Zhang Jett'}, {'name': 'Lisun0819'}","[]",52.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4108","用户反馈 - 移动端 - 进入页面崩溃 （Application error: a client-side exception has occurred (see the browser console for more information). -未复现）","
[Private Zenhub Video](https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeDBzQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--cc6d6beac5434e035e1ac161c80a25d1c612ae48/5c7285570000000012010af6171725867502988559.mov)

","2024-06-03 09:26:07","2024-06-03 09:26:07",49,"","New Issues","[]","{'name': 'bug'}, {'name': 'website'}, {'name': 'prod issue'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'maoshuyu666'}","[]",49.0
"https://app.zenhub.com/workspaces/64b65bd28a23b42f3ece620a/issues/zh/4110","我的Bot显示状态调整","1. Chat页面聊天列表，我创建的bot头像右下角展示公开/私有状态
<img width=""766"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBem9zQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7d880b471dba62726275092aba2a845de014336b/image.png"" alt=""image.png"" />


2. Bot详情页，去掉Mine标签，并在头像右下角添加公开/私有状态
<img width=""794"" src=""https://api.zenhub.com/attachedFiles/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBenNzQlE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d164a7acb06c0dd22cebe4585ba839c8a69cce9d/image.png"" alt=""image.png"" />
","2024-06-03 10:46:23","2024-06-03 10:46:23",49,"","New Issues","[]","{'name': 'enhancement'}, {'name': 'major'}","Engineers","[{'title': '主站-问题反馈/优化'}]","[]","{'name': 'Zhang Jett'}, {'name': 'dustin'}","[]",49.0
